,Topic,tweet
2135,  دعوت از جناب آقای دکتر محمد درویش جهت ثبت نام در انتخابات ریاست جمهوری,13
2136,  درخواست تجدید نظر در تاریخ آزمون تیزهوشان ۱۴۰۳,-1
2137,  درخواست از دریابان حاج علی شمخانی برای ثبت نام در انتخابات ریاست جمهوری,13
2138,  دعوت از حضرت آیت‌الله علیرضا اعرافی برای حضور در انتخابات ریاست جمهوری,13
2139,  درخواست لغو امتحان نهایی درس تاریخ ۲ (رشته‌های تجربی و ریاضی),-1
2140,  درخواست آزمون جایگزین و ساده‌تر علوم کشوری نهم,-1
2141,  دعوت از دکتر علی مشهدی جهت حضور در انتخابات ریاست جمهوری,13
2142,  دعوت از آقای دکتر سید یاسر جبرائیلی برای شرکت در دور چهاردهم انتخابات ریاست جمهوری اسلامی ایران,13
2143,  درخواست امکان ثبت‌نام آزمون آیلتس بعد از ۱۰ تیر ۱۴۰۳,11
2144,  ‎دعوت از دکتر علی‌اکبر صالحی برای انتخابات ریاست جمهوری ۱۴۰۳,13
2145,  دلنوشته بانوان هیأت علمی دانشگاه‌های کشور، تقدیم به سرکار خانم دکتر جمیله‌سادات علم‌الهدی,-1
2146,  دعوت از مهندس محمد اسلامی برای ثبت نام در انتخابات ریاست جمهوری,13
2147,  دعوت دانشجویان استان خراسان رضوی از آقای دکتر سعید جلیلی برای انتخابات ریاست جمهوری ۱۴۰۳,13
2148,  دعوت از حجت الاسلام و المسلمین دکترسیدمحمدرضا میرتاج‌الدینی برای کاندیداتوری انتخابات ریاست جمهوری,13
2149,  درخواست از فقیه عالیقدر آیت الله سید محمدمهدی میرباقری برای کاندیداتوری,13
2150,  درخواست تجدید نظر فوری در سیاست‌های ضدتولید,0
2151,  درخواست رفع موانع ایجاد شده در تجارت بین‌الملل بر اثر سیاست‌های وزارت صمت و بانک مرکزی,-1
2152,  اعتراض به طرح سوالات نهایی علوم کشوری ( نهم ),40
2153,  دعوت از مهندس مهرداد بذرپاش برای کاندیداتوری ریاست جمهوری ۱۴۰۳,13
2154,  درخواست سهولت در نقل و انتقالات مادران فرهنگی,61
2155,  دعوت از دکتر محمد باقری جهت ثبت نام در انتخابات ریاست جمهوری,13
2156,  اعتراض به حقوق پزشکان فوق تخصص طرحی,47
2157,  درخواست بخشش سنوات سربازی پشت دفترچه سال ۱۴۰۳,34
2158,  دعوت از سردار علی حاجی‌زاده جهت حضور در عرصه انتخابات ریاست جمهوری,13
2159,  دعوت از آقای شمس‌الدین حسینی برای کاندیداتوری ریاست جمهوری ۱۴۰۳,13
2160,  درخواست اصلاحیه بخشنامه نقل و انتقالات فرهنگیان سال ۱۴۰۴-۱۴۰۳,-1
2161,  دعوت از سعید محمد برای شرکت در انتخابات ۱۴۰۳,13
2162,  اعتراض و مخالفت با طرح پذیرش دانشجوی فوریت‌های پزشکی با سوابق تحصیلی,-1
2163,  درخواست بروز رسانی لحظه‌ای نرخ کرایه حمل یا تعیین نرخ شاخص بر اساس تن بر کیلومتر داینامیک,-1
2164,  دعوت از دکتر محمدباقر قالیباف برای شرکت در انتخابات ریاست جمهوری ۱۴۰۳,13
2165,  دعوت از دکتر محمود احمدی نژاد برای کاندیداتوری چهاردهمین دوره انتخابات ریاست جمهوری,13
2166,  دعوت از دکتر محمود احمدی‌نژاد برای ثبت نام در انتخابات ریاست جمهوری,13
2167,  دعوت از مهندس فتاح برای حضور در انتخابات ریاست جمهوری,13
2168,  دعوت از دکتر سید یاسر جبرائیلی برای حضور در انتخابات ریاست جمهوری,13
2169,  درخواست تعیین مشاغل معلولین شدید و خیلی شدید جزو مشاغل سخت,41
2170,  درخواست تعویق کنکور ارشد وزارت بهداشت,11
2171,  دعوت از دکتر مهرداد بذرپاش برای ثبت نام در انتخابات ریاست جمهوری,13
2172,  درخواست ادامه جدی طرح مسکن ملی با نام طرح شهید رئیسی,-1
2173,  درخواست حذف رژیم صهیونیستی از رویدادهای بین‌المللی ورزشی و المپیک ۲۰۲۴,-1
2174,  درخواست کاندیداتوری دکتر ظریف,14
2175,  درخواست مردم از سردار حاجی‌زاده برای نامزد شدن در انتخابات ریاست جمهوری,13
2176,  دعوت از دکتر ظریف برای کاندیداتوری در انتخابات ریاست‌جمهوری ۱۴۰۳,13
2177,  بیانیه تسلیت اساتید دانشگاه صنعتی امیرکبیر به مناسبت شهادت رئیس‌جمهور محبوب ایران و همراهان گرانقدرش,38
2178,  پویش مردمی دعوت از دکتر علی نیکزاد برای ثبت نام در انتخابات ریاست جمهوری,13
2179,  درخواست جلوگیری از نسل‌کشی فلسطینیان,4
2180,  اعتراض به طراحی نامناسب سوالات حسابداری آزمون ماده ۲۸ استخدامی,40
2181,  درخواست حذف کنارباری و روباری روانکارهای خودرویی,4
2182,  درخواست تخصیص منبع ویژه اهل سنت برای داوطلبان اهل تسنن آزمون استخدامی ماده ۲۸,-1
2183,  درخواست ارسال کاروان غذا و دارو برای کودکان غزه,-1
2184,  درخواست کنترل و نظارت بر بارهای حمل یکسره برون مرزی و ترانشیپمنت,82
2185,  تقاضای تمدید ثبت‌نام آزمون سردفتری ۱۴۰۳,11
2186,  اعتراض جامعه مامایی کشور به تخلفات انجمن متخصصین زنان در خصوص دخالت همه جانبه در امور رشته مستقل مامایی,-1
2187,  درخواست قرار گرفتن روابط عمومی در لیست مشاغل سخت و زیان‌آور,41
2188,  درخواست دسترسی‌پذیری اورژانس برای ناشنوایان,-1
2189,  درخواست برقراری عدالت در سیستم اداری شبکه بهداشت و درمان سراسر کشور,0
2190,  درخواست رسیدگی به مشکلات سهامداران بانک دی,6
2191,  درخواست مسدود شدن مسیرهای هموار منفعت‌طلبی بی‌ حد و اندازه شرکت زیمنس,-1
2192,  درخواست اصلاح ماده ۱۸ لایحه استقلال کانون وکلای دادگستری,29
2193,  درخواست ساماندهی صندوق ذخیره فرهنگیان,-1
2194,  درخواست حمایت از کارگزاران صندوق بیمه کشاورزان روستاییان و عشایر ایران,-1
2195,  درخواست اصلاح قانون برخورد با مجرمان مواد مخدر از نمایندگان مجلس,3
2196,  درخواست ثبت روز پسر در تقویم ملی,53
2197,"  درخواست برگرداندن واژه ""محیط زیست"" به عنوان دانشکده ""کشاورزی، آب، غذا و فراسودمندها""‏",-1
2198,  درخواست تعطیلی بانک‌ها در روز شنبه,22
2199,  نه به افزایش قیمت تراکتور در سال ۱۴۰۳,0
2200,  درخواست از سازمان حمل و نقل جاده‌ای جهت تعیین کرایه لازم‌الاجرا برای خاور مسقف چادری و روباز و حذف کرایه توافقی,-1
2201,  اعتراض به عدم تحویل خودرو توسط شرکت مدیران خودرو,23
2202,  درخواست واریز کسورات بازنشستگی مربوط به ماده ۱۰ قانون وظایف و اختیارات وزیر نفت,29
2203,  درخواست موافقت با اختیاری کردن واکسیناسیون کودکان برای رفع مشکل ثبت نام مدرسه,-1
2204,  درخواست جلوگیری از مشروعیت‌بخشی به بی‌قانونی,-1
2205,  درخواست امکان ویرایش نمون برگ‌های خوداظهاری سامانه کارا، استخدامی آموزش و پرورش رشته آموزگاری,15
2206,  درخواست افزودن رشته‌های پیراپزشکی به آزمون‌های استخدامی آموزگاری,42
2207,  درخواست واگذاری زمین به مردم,-1
